description,price,rooms,area,location,floor
 BAĞLIM CAD ÜSTÜ ASANSÖRLÜ 4. KAT MASRAFSIZ FIRSAT DAİRESİ ,1.649.000 TL,weekend3+1,texture130 m2,Ankara - Keçiören - Karakaya Mh.,layers4. Kat
 TANER'DEN SOKULLU NİMET SOKAK'TA 3+1 SALON BAĞIMSIZ FULL YAPILI ...,2.545.000 TL,weekend3+1,texture115 m2,Ankara - Çankaya - Sokullu Mehmet Paşa Mh.,layersYüksek giriş
 KOÇ-KAR GRUPTAN 2+1 MERKEZİ LOKASYONDA SIFIR DAİRE,2.000.000 TL,weekend2+1,texture110 m2,Ankara - Pursaklar - Fatih Mh.,layers5. Kat
YILIN SON FIRSATI ÇANKAYADA SATILIK 3+1 KENTSEL DÖNÜŞÜMDE DAİRE,2.000.000 TL,weekend3+1,texture120 m2,Ankara - Çankaya - Dilekler Mh.,layers2. Kat
 SİNCAN SELÇUKLU MAH'DE 3+1 ARA KATTA FULL YAPILI SATILIK DAİRE,1.949.000 TL,weekend3+1,texture125 m2,Ankara - Sincan - Selçuklu Mh.,layers1. Kat
 ETİMESGUT ŞEHİT OSMAN AVCI MAHALLESİ İKİ BLOKLU SİTEDE 2+1 SATIL...,3.700.000 TL,weekend2+1,texture110 m2,Ankara - Etimesgut - Şehit Osman Avcı Mh.,layers11. Kat
KARAPÜRCEKTE SIFIR KAT 1 DE 3+1,2.390.000 TL,weekend3+1,texture130 m2,Ankara - Altındağ - Karapürçek Mh.,layers1. Kat
ŞAHİNTEPE MAH YÜKSEK GİRİŞ 3+1,1.498.000 TL,weekend3+1,texture90 m2,Ankara - Mamak - Şahintepe Mh.,layersYüksek giriş
KARAPURCEK TE 1.KAT 3+1,2.200.000 TL,weekend3+1,texture115 m2,Ankara - Altındağ - Karapürçek Mh.,layers1. Kat
BADEMLİK MAH CADDE YAKINI 3+1 1. KAT FULL+FULL FIRSAT DAİRESİ ,2.649.000 TL,weekend3+1,texture130 m2,Ankara - Keçiören - Bademlik Mh.,layers1. Kat
 KEÇİÖREN İNCİRLİ'DE CADDE YAKINI ISI YALITIMLI KİLERLİ BAĞIMSIZ ...,1.285.000 TL,weekend3+1,texture120 m2,Ankara - Keçiören - İncirli Mh.,layersDüz Giriş (Zemin)
 MİSKET DÜZLÜKTE TREN YAKININDA ÖN CEPHEDE ASANSÖRLÜ 2+1 SATILIK ...,1.745.000 TL,weekend2+1,texture85 m2,Ankara - Mamak - Misket Mh.,layersYüksek giriş
 DURALİ ALIÇ MAH. SİTE İÇERİSİNDE FUL YAPILI 3+1 SATILIK DAİRE...,2.850.000 TL,weekend3+1,texture150 m2,Ankara - Mamak - Durali Alıç Mh.,layers3. Kat
Acil Abidinpaşa merkezde 4. kat 3+1 kullanışlı daire,1.850.000 TL,weekend3+1,texture110 m2,Ankara - Mamak - Abidinpaşa Mh.,layers4. Kat
 ALFA EMLAK'TAN MAREŞAL ÇAKMAK MAH'DE 2+1 GÖMÜSÜZ YATIRIMA UYGUN ...,1.089.000 TL,weekend2+1,texture100 m2,Ankara - Sincan - Mareşal Çakmak Mh.,layersBahçe katı
 TANER'DEN ÖVEÇLER 4.CADDE YANI 3+1+ 2 BANYO FULL YAPILI ÖN CEPHE,3.780.000 TL,weekend3+1,texture135 m2,Ankara - Çankaya - Aşağı Öveçler Mh.,layers1. Kat
 MİSKET DÜZLÜKTE TRENE YÜRÜME MESAFESİNDE ARA KATTA ÖN CEPHEDE 3+...,2.750.000 TL,weekend3+1,texture115 m2,Ankara - Mamak - Misket Mh.,layers2. Kat
 BAHÇELİEVLERDE 3+1 ÖN 2.KATTA 7 DAİRELİ BİNADA KAT EKSİKLİ BOŞ,4.200.000 TL,weekend3+1,texture130 m2,Ankara - Çankaya - Bahçelievler Mh.,layers2. Kat
 KOC-KAR GRUPTAN GÜNEY CEPHEDE SATILIK DAİRE,2.750.000 TL,weekend3+1,texture140 m2,Ankara - Pursaklar - Mimar Sinan Mh.,layers1. Kat
 ALFA EMLAK'TAN MAREŞAL ÇAKMAK MAH'DE 2+1 BAĞIMSIZ ULAŞIMA YAKIN ...,1.089.000 TL,weekend2+1,texture95 m2,Ankara - Sincan - Mareşal Çakmak Mh.,layersDüz Giriş (Zemin)
 HÜREL DÜZLÜKTE SAİMEKADIN TRENE YÜRÜME MESAFESİNDE ÖN CEPHEDE FU...,1.495.000 TL,weekend3+1,texture110 m2,Ankara - Mamak - Hürel Mh.,layersYüksek giriş
 BATIKENT NEVADIUM'DA 1+1 FULL DONANIMLI SİTEDEN SATILIK REZİDANS,2.390.000 TL,weekend1+1,texture65 m2,Ankara - Yenimahalle - Ergazi Mh.,layers10. Kat
MEV ANKARA'DAN MANZARALI 2+1 FERAH DAİRE,1.465.000 TL,weekend2+1,texture80 m2,Ankara - Mamak - Altıağaç Mh.,layersDüz Giriş (Zemin)
 FERİDUNÇELİK MAHALLESİ'NDE 14. KATTA 3+1 MANZARALI DAİRE ,3.525.000 TL,weekend3+1,texture145 m2,Ankara - Altındağ - Feridun Çelik Mh.,layers14. Kat
ÖZKUŞ TAN TANDOGAN MAH. YÜSEK GİRİŞ FUUL YAPILI 3+1 DAİRE,1.859.000 TL,weekend3+1,texture125 m2,Ankara - Sincan - Tandoğan Mh.,layersYüksek giriş
ÖZKUŞ TAN SARAYCIK TOKİDE Y.GİRİŞ ÖN CEPHE FUUL YAPILI 2+1 DAİRE,1.850.000 TL,weekend2+1,texture96 m2,Ankara - Sincan - Saraycık Mh.,layersYüksek giriş
 HAVUZLUBAĞ SİTESİNDE KAPALI TERASLI DUBLEKS 4+1 SATILIK DAİRE,7.650.000 TL,weekend4+1,texture160 m2,Ankara - Çankaya - Yıldızevler Mh.,layers12. Kat
DOĞANOĞLUN'DAN SATILIK 3+1-2+1 ULTRA LÜX DAİRELER,3.200.000 TL,weekend2+1,texture90 m2,Ankara - Gölbaşı - Seğmenler Mh.,layers1. Kat
 ASLAN EMLAK FARKIYLA ARA KATTA ASANSÖRLÜ SATILIK DAİRE,2.100.000 TL,weekend3+1,texture110 m2,Ankara - Sincan - İstasyon Mh.,layers1. Kat
 BATTALGAZİ MAHALLESİ'NDE BOSTANCIK CADDE ÜZERİNDE KAÇMAZ FIRSAT,1.800.000 TL,weekend3+1,texture130 m2,Ankara - Altındağ - Battalgazi Mh.,layers1. Kat
 KOÇ-KAR GRUP GAYRİMENKUL'DEN PURSAKLAR KAYMAKAMLIĞININA YAKIN KU...,4.400.000 TL,weekend4+1,texture200 m2,Ankara - Pursaklar - Saray Fatih Mh.,layers12. Kat
RED'den UYGUN DAİRE ARAYANLARA İSKANLI 3+1 GİRİŞ KAT KUPON DAİRE,1.470.000 TL,weekend3+1,texture130 m2,Ankara - Pursaklar - Mimar Sinan Mh.,layersDüz Giriş (Zemin)
 ANKARA UYANIŞ MAHALLESİNDE KOMŞUDAN KATTA GENİŞ DAİRE !!,1.849.000 TL,weekend3+1,texture130 m2,Ankara - Keçiören - Uyanış Mh.,layers2. Kat
 CENGİZHAN MAH.GÜNEY CEPHE 3+1 SATILIK DAİRE...,2.490.000 TL,weekend3+1,texture130 m2,Ankara - Mamak - Cengizhan Mh.,layers3. Kat
SİNCAN AKŞEMSETTİN MAH. BAĞIMSIZ KÖŞE BAŞI ÖN CEPHE 3+1 FIRSAT DA...,1.480.000 TL,weekend3+1,texture120 m2,Ankara - Sincan - Akşemsettin Mh.,layers4. Kat
 CENGİZHAN MAHALLESİNDE FULL YAPILI ÇİFT BALKONLU SATILIK DAİRE,2.000.000 TL,weekend3+1,texture125 m2,Ankara - Mamak - Cengizhan Mh.,layers1. Kat
SİNCAN PINARBAŞI MAH 3+1 KATTA BAĞIMSIZ ÖN CEPHE MASRAFSIZ DAİRE,1.849.000 TL,weekend3+1,texture125 m2,Ankara - Sincan - Pınarbaşı Mh.,layers2. Kat
 * BAĞLICA EMLAK AVANTAJ * 3+1 SATILIK ARA KATTA YAPILI DAİRE,4.500.000 TL,weekend3+1,texture190 m2,Ankara - Etimesgut - Bağlıca Mh.,layers6. Kat
 MEHTAP'TA ASIM GÜNDÜZ CADDESİ YAKININDA 2+1 GİRİŞ KATTA KİRALIK ...,1.450.000 TL,weekend2+1,texture100 m2,Ankara - Mamak - Mehtap Mh.,layersDüz Giriş (Zemin)
 ALTINDAĞ - BEŞİKKAYA MAHALLESİNDE ARAÇ TAKASINA UYGUN 3+1 SATILI...,1.400.000 TL,weekend3+1,texture120 m2,Ankara - Altındağ - Beşikkaya Mh.,layersDüz Giriş (Zemin)
TOPRAK EMLAKTAN ANK KEÇİÖREN BADEMLIK MAH DE 3+1 DAİRE ,1.540.000 TL,weekend3+1,texture120 m2,Ankara - Keçiören - Bademlik Mh.,layersDüz Giriş (Zemin)
SİNCAN OSMANLI MAH SİTE İÇİNDE ÖN 1.ARAKAT SALON BAGIMSIZ DAİRE,2.290.000 TL,weekend3+1,texture120 m2,Ankara - Sincan - Osmanlı Mh.,layers1. Kat
 CENGİZHAN'IN GÖBEĞİNDE 3. KAT KONUMLU FULL YAPILI ASANSÖRLÜ,2.100.000 TL,weekend3+1,texture135 m2,Ankara - Mamak - Cengizhan Mh.,layersYüksek giriş
 BOZKIR GAYRİMENKUL'DEN AYVALI MAH.ARA KATTA FUL YAPILI İSKANLI 3...,2.849.000 TL,weekend3+1,texture135 m2,Ankara - Keçiören - Ayvalı Mh.,layers2. Kat
"3+1 SATILIK DAİRE BOZKUŞ EMLAK,DAN",2.050.000 TL,weekend3+1,texture125 m2,Ankara - Pursaklar - Fatih Mh.,layers2. Kat
YESİLOGLU EMLAKTAN YENİMAHALLE MERKEZDE  BAKIMLI  4+1 DUBLEKS DAİ...,3.250.000 TL,weekend4+1,texture180 m2,Ankara - Yenimahalle - Yunus Emre Mh.,layers3. Kat
 ETLİKTE GÜNEY CEPHE MANZARALI YÜKSEK GİRİŞ 2+1 DAİRE__,1.750.000 TL,weekend2+1,texture105 m2,Ankara - Keçiören - Etlik Mh.,layersYüksek giriş
SİNCAN PINARBAŞI MAH 2.ORTAKAT GENİŞ MASRAFSIZ 3+1 SATILIK DAİRE,1.559.000 TL,weekend3+1,texture120 m2,Ankara - Sincan - Pınarbaşı Mh.,layers2. Kat
Alimert emlak dan Esertepe merkezde 3+1 asansörlü daire,2.095.000 TL,weekend3+1,texture130 m2,Ankara - Keçiören - Esertepe Mh.,layers1. Kat
AYVALI MERKEZDE ALTINDA DAİRE OLAN YAPILI UYGUN FİYATA 3+1 DAİRE,1.515.000 TL,weekend3+1,texture135 m2,Ankara - Keçiören - Ayvalı Mh.,layersKot 2 (-2). Kat
"GOLD EMLAK'TAN ETLİK MERKEZ, SAUNALI,YERDEN ISITMALI 3,5+1 DAİRE",3.950.000 TL,weekend3.5+1,texture170 m2,Ankara - Keçiören - Aşağı Eğlence Mh.,layers2. Kat
 İNCİRLİ'DE MERKEZİ KONUMDA KATTA BAĞIMSIZ 3 BALKONLU ASANSÖRLÜ 3...,2.330.000 TL,weekend3+1,texture130 m2,Ankara - Keçiören - İncirli Mh.,layers3. Kat
SİNCAN İSTASYON MAH GENİŞ MASRAFSIZ AYIN FIRSAT DAİRESİ SATILIK,1.335.000 TL,weekend3+1,texture120 m2,Ankara - Sincan - İstasyon Mh.,layersYüksek giriş
 TANDOĞAN MAH. HAKAN EMLAK'TAN 3+1 DAİRE ,1.600.000 TL,weekend3+1,texture120 m2,Ankara - Sincan - Tandoğan Mh.,layers2. Kat
▆▇█▓ZİRVE▓█▇▆G. ZEKİ DOĞAN MAH. SAAT KULESİ YAKINI 2+1 Y. GİRİŞ,1.479.000 TL,weekend2+1,texture110 m2,Ankara - Mamak - General Zeki Doğan Mh.,layersYüksek giriş
▆▇█▓ZİRVE▓█▇▆ZİRVEKENT'İN EN TUTULAN BÖLGESİ YATIRIMLIK 2+1 DA..,949.000 TL,weekend2+1,texture95 m2,Ankara - Mamak - Zirvekent Mh.,layers1. Kat
 KEÇİÖREN BADEMLİKTE ASANSÖRLÜ DAİRE ACİL SATILIK 2+1 KATTA ASANS...,1.590.000 TL,weekend2+1,texture95 m2,Ankara - Keçiören - Bademlik Mh.,layers1. Kat
" ALTINDAĞ - BATTALGAZİ MAHALLESİNDE GİRİŞTE, ASANSÖRLÜ 3+1 SATILI...",1.180.000 TL,weekend3+1,texture110 m2,Ankara - Altındağ - Battalgazi Mh.,layersDüz Giriş (Zemin)
 ADARYA'DAN AKŞEMSETTİN MAH. GENİŞ BALKONLU BAGIMSIZ SALON SİTE İ...,1.990.000 TL,weekend3+1,texture125 m2,Ankara - Sincan - Akşemsettin Mh.,layers1. Kat
 ŞEHİTKUBİLAY MAH.ESTERON CADDE YANI BAGIMSIZ KATTA KÖK TAPU 3+1,2.300.000 TL,weekend3+1,texture120 m2,Ankara - Yenimahalle - Ergenekon Mh.,layers2. Kat
 ÇANKAYA ALOHA RESİDENCE DA 240 M2 4+1 GARAJLI ASANSÖRLÜ DAİRE ,14.750.000 TL,weekend4+1,texture245 m2,Ankara - Çankaya - Kırkkonaklar Mh.,layers2. Kat
 Etlik Şehir Hastanelerine Yakın Çift Giriş Full Yapılı 5+1 Duble...,3.100.000 TL,weekend5+1,texture230 m2,Ankara - Yenimahalle - Ergenekon Mh.,layersÇatı Dubleks
 PURSAKLAR UFUK KILIÇ EMLAK'TAN SİTE İÇERİSİNDE 3+1 FUL YAPILI DA...,2.820.000 TL,weekend3+1,texture130 m2,Ankara - Pursaklar - Tevfik İleri Mh.,layers4. Kat
 Sev-al EmlakDan Bademlik Ziraat Bankası Yakını Kat Konumunda,1.369.000 TL,weekend2+1,texture110 m2,Ankara - Keçiören - Bademlik Mh.,layersKot 2 (-2). Kat
 UFUK KILIÇ EMLAK'TAN SİTEDE KAPALI GARAJLI 4+1 SİTE DAİRESİ,4.120.000 TL,weekend4+1,texture200 m2,Ankara - Pursaklar - Mimar Sinan Mh.,layers12. Kat
 PURSAKLAR UFUK KILIÇ EMLAK'TAN SİTEDE G.ODALI ÇİFT BANYOLU GENİŞ...,3.295.000 TL,weekend4+1,texture170 m2,Ankara - Pursaklar - Mimar Sinan Mh.,layers9. Kat
 ES-AS'TAN MALAZGİRT MH 3+1 FULL YAPILI HARİKA KONUMDA KELEPİR SA...,1.359.000 TL,weekend3+1,texture120 m2,Ankara - Sincan - Malazgirt Mh.,layersYüksek giriş
 ETİMESGUT YAVUZ SELİM MAHALLESİ ARA KATTA 3+1 SATILIK DAİRE,3.750.000 TL,weekend3+1,texture140 m2,Ankara - Etimesgut - Yavuz Selim Mh.,layers2. Kat
 HÜREL MAH. GENİŞ TERASLI MANZARALI KAPALI OTOPARKLI 3+1 DAİRE,1.650.000 TL,weekend3+1,texture120 m2,Ankara - Mamak - Hürel Mh.,layersKot 2 (-2). Kat
 KEÇİÖRENDE PARK MANZARALI 3+1 SATILIK DAİRE,2.100.000 TL,weekend3+1,texture125 m2,Ankara - Keçiören - Bağlarbaşı Mh.,layers3. Kat
 ETİMESGUT PİYADE MAH.  3+1 1. KAT YAPILI DAİRE,2.399.000 TL,weekend3+1,texture110 m2,Ankara - Etimesgut - Piyade Mh.,layers1. Kat
 MEHMET ÖZDEMİR 'DEN FEVZİ ÇAKMAK MAH. 3+1 ARA KATTA SIFIR DAİRE,2.349.000 TL,weekend3+1,texture135 m2,Ankara - Sincan - Fevzi Çakmak Mh.,layers2. Kat
 MEHMET ÖZDEMİR'DEN YENIKENT SEMBOL KENT SITESI 4+1 EŞYALI 5 KAT,3.950.000 TL,weekend4+1,texture185 m2,Ankara - Sincan - Fevzi Çakmak Mh.,layers5. Kat
 MEHMET ÖZDEMİR'DEN MUSTAFA KEMAL MAH. 3+1 EVEBEYN BANYOLU ÜST KA...,2.850.000 TL,weekend3+1,texture135 m2,Ankara - Sincan - Mustafa Kemal Mh.,layers4. Kat
AKTİF EMLAK.TAN SATILIK MALAZGİRT MAH. 3+1 FUL YAPILI MASRAFSI,1.600.000 TL,weekend3+1,texture130 m2,Ankara - Sincan - Malazgirt Mh.,layers3. Kat
AKTİF EMLAK,2.199.000 TL,weekend3+1,texture140 m2,Ankara - Sincan - Malazgirt Mh.,layers3. Kat
PINARBAŞI MAHALESİNDE YENİ BİNA DA 2+1 FUL YAPILI YÜKSEK GİRİŞ,1.479.000 TL,weekend2+1,texture120 m2,Ankara - Sincan - Malazgirt Mh.,layersYüksek giriş
SARAY MERKEZDE ASANSÖRLÜ BİNADA ARAKAT 3+1 GENİŞ FERAH MASRAFSIZ,2.100.000 TL,weekend3+1,texture130 m2,Ankara - Pursaklar - Saray Fatih Mh.,layers3. Kat
KUZENLER EMLAK'TAN█DEVLET HASTANESİ YANINDA 7.KAT GÜNEY LÜX 4+1,4.350.000 TL,weekend4+1,texture190 m2,Ankara - Pursaklar - Mimar Sinan Mh.,layers7. Kat
"OVACIK YOZGAL BULVARDA 3,5+1 ULTRA LÜKS DAİRE",5.000.000 TL,weekend3+1,texture130 m2,Ankara - Keçiören - Ovacık Mh.,layers3. Kat
 ES-AS'TAN MALAZGİRT MH 3+1 GÖMÜSÜZ BAHÇE KATI SATILIK DAİRE,1.259.000 TL,weekend3+1,texture120 m2,Ankara - Sincan - Malazgirt Mh.,layersDüz Giriş (Zemin)
 ARCADİUM KARŞISI MERKEZİ KONUMDA OYAK 6 SİTESİNDE BOŞ DAİRE,5.500.000 TL,weekend3+1,texture110 m2,Ankara - Çankaya - Prof. Dr. Ahmet Taner Kışlalı Mh.,layers3. Kat
 SİNCAN PINARBAŞI MAHALLESİNDE YAPILI 3+1 SALON BAĞIMSIZ ÖN CEPHE...,1.797.000 TL,weekend3+1,texture125 m2,Ankara - Sincan - Pınarbaşı Mh.,layers2. Kat
 *** HUZUR PAZAR ÇAPRAZDA ASANSÖRLÜ 3+1 DAİRE ***,2.680.000 TL,weekend3+1,texture125 m2,Ankara - Çankaya - Huzur Mh.,layers4. Kat
 NASİP EMLAK'TAN 3+1 ASANSÖRLÜ 7. KATTA FULL YAPILI DAİRE,2.200.000 TL,weekend3+1,texture130 m2,Ankara - Pursaklar - Tevfik İleri Mh.,layers7. Kat
 NASİP EMLAK'TAN SATILIK 2+1 AYYILDIZ MAHALLESİNDE FULL YAPILI KA...,1.550.000 TL,weekend2+1,texture75 m2,Ankara - Pursaklar - Ayyıldız Mh.,layers1. Kat
 NASİP EMLAK'TAN 4+1 HASTANE BÖLGESİNDE TERAS BALKONLU GİYİNME OD...,4.085.000 TL,weekend4+1,texture185 m2,Ankara - Pursaklar - Mimar Sinan Mh.,layers6. Kat
"Etlik,te şehir hastanesi yakını lüks yapılı bağımsız katta 3+1",2.589.000 TL,weekend3+1,texture125 m2,Ankara - Keçiören - Etlik Mh.,layers1. Kat
 CADDE VE KAT KONUMLU DAİRE ARAYANLARA [İMZA]'DAN ATAPARK'DA YAPI...,1.349.000 TL,weekend2+1,texture110 m2,Ankara - Keçiören - Atapark Mh.,layersKot 1 (-1). Kat
 MESKEN'DEN AYAZAĞA CAD. 4+1 ÇİFT BANYO&BALKON KATTA TEK DAİRE!!,4.750.000 TL,weekend4+1,texture155 m2,Ankara - Keçiören - Uyanış Mh.,layers1. Kat
 [İMZA]'DAN BU FİYATA SON DAİRELER! ATAPARK'DA 3+1 [YENİ BİNA FIR...,1.529.000 TL,weekend3+1,texture115 m2,Ankara - Keçiören - Atapark Mh.,layersYüksek giriş
" MAMAK - EKİN MAHALLESİNDE KREDİYE UYGUN, ANKARA MANZARALI 3+1 SA...",1.600.000 TL,weekend3+1,texture120 m2,Ankara - Mamak - Ekin Mh.,layers6. Kat
 SİNCAN PLEVNE MAH. KREDİ LİMİTSİZ ÇOK GENİŞ ARA KAT 3+1 FIRSAT D...,1.379.000 TL,weekend3+1,texture130 m2,Ankara - Sincan - Plevne Mh.,layersYüksek giriş
 GAZİNO GÖBEK YAKINI 2+1 FULL YAPILI ISI YALITIMLI HARİKA KONUM,1.395.000 TL,weekend2+1,texture100 m2,Ankara - Keçiören - Pınarbaşı Mh.,layersKot 1 (-1). Kat
 SİNCAN İSTASYON MAH. KREDİ LİMİTSİZ ARA KAT ÖN CEPHE 3+1 FIRSAT ...,1.355.000 TL,weekend3+1,texture120 m2,Ankara - Sincan - İstasyon Mh.,layers1. Kat
 SİTE KONSEPTİ-KAPALI OTOPARK-KALİTELİ YAPI MALZEMESİ-ŞIK TASARIM,3.490.000 TL,weekend3+1,texture130 m2,Ankara - Keçiören - Etlik Mh.,layers2. Kat
 *EMLAK KÜPÜ* BAĞLICA MAH'DE HAYRAN BIRAKAN YAPISIYLA ULTRA LÜX 4...,6.000.000 TL,weekend4+1,texture175 m2,Ankara - Etimesgut - Bağlıca Mh.,layers3. Kat
ÇINAR'DAN YENİKENT FEVZİ ÇAKMAK MAHALLESİNDE 3+1 UYGUN DAİRE,1.700.000 TL,weekend3+1,texture135 m2,Ankara - Sincan - Fevzi Çakmak Mh.,layers3. Kat
ÇINAR'DAN MUSTAFA KEMAL MAHALLESİNDE YÜKSEK GİRİŞ SIFIR DAİRE,1.699.000 TL,weekend3+1,texture110 m2,Ankara - Sincan - Mustafa Kemal Mh.,layersYüksek giriş
 ETİMESGUT AYYILDIZ MAH'DE YARISI PEŞİN YARISI 24 AY 0 FAİZ ORANI...,6.000.000 TL,weekend4+1,texture190 m2,Ankara - Etimesgut - Ayyıldız Mh.,layers2. Kat
 HAS GAYRIMENKULDEN  2+1 GİRİŞ KAT DAİRER ,1.650.000 TL,weekend2+1,texture120 m2,Ankara - Pursaklar - Saray Osmangazi Mh.,layersYüksek giriş
TROY'DAN MÜHYE VADİ KONUTLARINDA SATILIK FIRSAT DAİRE!!!,4.680.000 TL,weekend3+1,texture120 m2,Ankara - Çankaya - İlkbahar Mh.,layers3. Kat
köşe başi cadde üzeri Yenikent ,2.199.000 TL,weekend3+1,texture135 m2,Ankara - Sincan - Fevzi Çakmak Mh.,layers2. Kat
 DURALİALIÇ MAHALLESİNDE 3+1 FULL YAPILI SATILIK DAİRE,2.125.000 TL,weekend3+1,texture145 m2,Ankara - Mamak - Durali Alıç Mh.,layersKot 2 (-2). Kat
SİNCAN AHİ EVRAN MAH 3+1 BAĞIMSIZ FULL YAPILI SİTE İÇİ DAİRE,1.295.000 TL,weekend3+1,texture120 m2,Ankara - Sincan - Ahi Evran Mh.,layersBahçe katı
BARUT EMLAKTAN E. BANYOLU 3 CEPHELİ LÜKS DİZAYN 3+1 DAİRE 1. KAT,2.849.000 TL,weekend3+1,texture130 m2,Ankara - Pursaklar - Merkez Mh.,layers1. Kat
"BARUT'TAN PROTOKOL YAKINI YENİ BİNADA 3+1 GİRİŞ DAİRE ""FIRSAT""",1.790.000 TL,weekend3+1,texture125 m2,Ankara - Pursaklar - Yunus Emre Mh.,layersDüz Giriş (Zemin)
BARUT'TAN AYYILDIZDA ASANSÖRLÜ E. BANYOLU KİLER ARAKAT 3+1 DAİRE,2.490.000 TL,weekend3+1,texture130 m2,Ankara - Pursaklar - Yunus Emre Mh.,layers2. Kat
 PAMUKLAR MAH 4BLOKLU GÜVENLİKLİ SİTEDE 3+1 GİYİNME ODALI ÇİFT BA...,4.150.000 TL,weekend3+1,texture185 m2,Ankara - Yenimahalle - Pamuklar Mh.,layers13. Kat
 HAKAN EMLAK'TAN YEŞİLOVA MAHALLESİNDE ARA KAT 135 M2 DAİRE!!!!!,3.339.000 TL,weekend3+1,texture135 m2,Ankara - Etimesgut - Yeşilova Mh.,layers2. Kat
ONUR GENÇ GAYRİMENKUL'DEN MANZARALI KİLERLİ YEMEK BÖLÜMLÜ 4+1 DUB...,2.399.000 TL,weekend4+1,texture185 m2,Ankara - Altındağ - Battalgazi Mh.,layers3. Kat
ONUR GENÇ GAYRİMENKUL'DEN ARA KAT ASANSÖRLÜ FULL YAPILI 3+1 SATIL...,1.799.000 TL,weekend3+1,texture129 m2,Ankara - Altındağ - Karapürçek Mh.,layers2. Kat
ONUR GENÇ GAYRİMENKUL'DEN KARAPÜRÇEK STADYUM MEVKİ 2+1 GİRİŞ,1.480.000 TL,weekend2+1,texture115 m2,Ankara - Altındağ - Karapürçek Mh.,layersDüz Giriş (Zemin)
HÜSEYİNGAZİ GÖBEK'TE KAÇIRILMAYACAK FIRSAT DAİRESİ ,1.820.000 TL,weekend3+1,texture130 m2,Ankara - Mamak - Ekin Mh.,layers1. Kat
 SİNCAN PLEVNEDE ARAKATTA BAĞIMSIZ BU FİYATA EŞİ BENZERİ YOK,1.495.000 TL,weekend3+1,texture125 m2,Ankara - Sincan - Plevne Mh.,layers1. Kat
 MESKEN'DEN AKTEPE MERKEZDE ARA KATTA 3+1 MASRAFSIZ KUPON DAİRE!!,1.895.000 TL,weekend3+1,texture130 m2,Ankara - Keçiören - Aktepe Mh.,layers2. Kat
Temelli Cumhuriyet Mahallesi Satılık Sıfır 3+1 Daire,2.589.000 TL,weekend3+1,texture160 m2,Ankara - Sincan - Cumhuriyet Mh.,layers1. Kat
Sincan Yenikent'de 3+1 Masrafsız Satılık Daire,1.950.000 TL,weekend3+1,texture105 m2,Ankara - Sincan - 29 Ekim Mh.,layers4. Kat
 BAĞLUM'DA SİTE KONSEPTİNDE ULTRA LÜX YAPILI ÖN CEPHE KATTA 3+1 D...,3.100.000 TL,weekend3+1,texture145 m2,Ankara - Keçiören - Karakaya Mh.,layers1. Kat
 SANCAKTEPE'de ÖN CEPHE BAĞIMSIZ KATTA 120m2 YAPILI 3+1 DAİRE!!!,2.699.000 TL,weekend3+1,texture125 m2,Ankara - Keçiören - Sancaktepe Mh.,layers1. Kat
 EFSANE'DEN ETLİK'TE FIRSAT DAİRESİ ,1.689.000 TL,weekend3+1,texture120 m2,Ankara - Keçiören - Etlik Mh.,layersBahçe katı
 MARQA'DAN YILIN SON FIRSATI 3+1 BAĞIMSIZ ETLİK'DE Y.GİRİŞ 115m2!,1.285.000 TL,weekend3+1,texture120 m2,Ankara - Keçiören - İncirli Mh.,layersYüksek giriş
 LEVENT'TEN DİKMEN KEKLİKPINARI'NDA MANZARALI 5+1+2 BANYO + KİLER...,4.500.000 TL,weekend5+1,texture310 m2,Ankara - Çankaya - Keklik Pınarı Mh.,layers3. Kat
 ꧁꧂EMRE EMLAKTAN꧁꧂PİYADE'DE ARAKATTA FULL+FULL YAPILI 3+1 SATILIK...,2.370.000 TL,weekend3+1,texture125 m2,Ankara - Etimesgut - Piyade Mh.,layers2. Kat
GELİN ANTARES & ŞEHİR HAST. KOMŞU OLALIM ! 3+1 130m2 ARA KATTA!,4.100.000 TL,weekend3+1,texture135 m2,Ankara - Keçiören - Ayvalı Mh.,layers1. Kat
 LEVENT'TEN ÇANKAYA MÜHYE VADİ KONUTLARI'NDA 3+1+2 BANYO + ÇAMAŞI...,5.000.000 TL,weekend3+1,texture120 m2,Ankara - Çankaya - İlkbahar Mh.,layers7. Kat
 KÜÇÜKKAYAŞ'DA 3+1 CADDE ÜZERİ YAPILI YATIRIMLIK DAİRE!,1.425.000 TL,weekend3+1,texture120 m2,Ankara - Mamak - Küçük Kayaş Mh.,layers3. Kat
^^^FSM EMLAK ^^^DAN FULL+FULL YAPILI 4+1 DAİRE,2.600.000 TL,weekend4+1,texture145 m2,Ankara - Sincan - Menderes Mh.,layers1. Kat
 ALACAATLI ALACAPARK 4+1 HOBİ BAHÇELİ GÜVENLİKLİ FIRSAT DAİRE,7.450.000 TL,weekend4+1,texture210 m2,Ankara - Çankaya - Alacaatlı Mh.,layers2. Kat
" MAMAK, NATA VEGA AVMYE 2 DK. MESAFEDE 3+1 SIFIR SATILIK DAİRELER",4.250.000 TL,weekend3+1,texture130 m2,Ankara - Mamak - Akşemsettin Mh.,layers6. Kat
